ticker,m_ticker,comp_name,fye,per_type,per_end_date,active_ticker_flag,shares_out,avg_d_shares
INTC,ITL,INTEL CORP,12,Q,2017-09-30,Y,4680.0,4821.0
INTC,ITL,INTEL CORP,12,Q,2017-06-30,Y,4699.0,4845.0
INTC,ITL,INTEL CORP,12,Q,2017-03-31,Y,4709.0,4881.0
INTC,ITL,INTEL CORP,12,Q,2016-12-31,Y,4739.0,4881.0
INTC,ITL,INTEL CORP,12,Q,2016-09-30,Y,4731.0,4877.0
INTC,ITL,INTEL CORP,12,Q,2016-06-30,Y,4722.0,4866.0
INTC,ITL,INTEL CORP,12,Q,2016-03-31,Y,4717.4,4875.0
INTC,ITL,INTEL CORP,12,Q,2015-12-31,Y,4719.0,4876.0
INTC,ITL,INTEL CORP,12,Q,2015-09-30,Y,4719.0,4876.0
INTC,ITL,INTEL CORP,12,Q,2015-06-30,Y,4754.0,4909.0
INTC,ITL,INTEL CORP,12,Q,2015-03-31,Y,4744.0,4914.0
INTC,ITL,INTEL CORP,12,Q,2014-12-31,Y,4835.0,4940.0
INTC,ITL,INTEL CORP,12,Q,2014-09-30,Y,4951.0,5045.0
INTC,ITL,INTEL CORP,12,Q,2014-06-30,Y,4978.0,5123.0
INTC,ITL,INTEL CORP,12,Q,2014-03-31,Y,4972.0,5117.0
INTC,ITL,INTEL CORP,12,Q,2013-12-31,Y,4971.0,5103.0
INTC,ITL,INTEL CORP,12,Q,2013-09-30,Y,4982.0,5100.0
INTC,ITL,INTEL CORP,12,Q,2013-06-30,Y,4971.0,5106.0
INTC,ITL,INTEL CORP,12,Q,2013-03-31,Y,4946.0,5080.0
INTC,ITL,INTEL CORP,12,Q,2012-12-31,Y,4963.0,5095.0
INTC,ITL,INTEL CORP,12,Q,2012-09-30,Y,5003.0,5153.0
INTC,ITL,INTEL CORP,12,Q,2012-06-30,Y,5031.0,5199.0
INTC,ITL,INTEL CORP,12,Q,2012-03-31,Y,4996.0,5192.0
INTC,ITL,INTEL CORP,12,Q,2011-12-31,Y,5092.0,5242.0
INTC,ITL,INTEL CORP,12,Q,2011-09-30,Y,5251.0,5340.0
INTC,ITL,INTEL CORP,12,Q,2011-06-30,Y,5302.0,5441.0
INTC,ITL,INTEL CORP,12,Q,2011-03-31,Y,5488.0,5606.0
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2017-09-30,Y,2684.0,2737.7
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2017-06-30,Y,2693.83,2741.5
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2017-03-31,Y,2710.89,2754.5
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2016-12-31,Y,2720.53,2764.5
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2016-09-30,Y,2735.88,2785.4
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2016-06-30,Y,2750.64,2794.2
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2016-03-31,Y,2758.34,2795.4
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2015-12-31,Y,2766.94,2803.3
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2015-09-30,Y,2767.3,2807.2
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2015-06-30,Y,2773.04,2812.0
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2015-03-31,Y,2780.56,2826.0
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2014-12-31,Y,2799.11,2845.3
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2014-09-30,Y,2820.29,2864.3
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2014-06-30,Y,2829.1,2874.2
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2014-03-31,Y,2828.32,2874.7
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2013-12-31,Y,2821.44,2872.0
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2013-09-30,Y,2818.07,2881.2
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2013-06-30,Y,2808.89,2893.0
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2013-03-31,Y,2797.04,2858.8
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2012-12-31,Y,2771.26,2834.4
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2012-09-30,Y,2757.04,2818.1
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2012-06-30,Y,2746.37,2798.2
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2012-03-31,Y,2745.33,2774.9
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2011-12-31,Y,2730.85,2768.9
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2011-09-30,Y,2740.35,2778.2
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2011-06-30,Y,2741.14,2781.3
JNJ,JNJ,JOHNSON & JOHNS,12,Q,2011-03-31,Y,2740.29,2772.7
JPM,CHL,JPMORGAN CHASE,12,Q,2017-09-30,Y,3518.96,3559.6
JPM,CHL,JPMORGAN CHASE,12,Q,2017-06-30,Y,3552.8,3599.0
JPM,CHL,JPMORGAN CHASE,12,Q,2017-03-31,Y,3557.86,3630.4
JPM,CHL,JPMORGAN CHASE,12,Q,2016-12-31,Y,3578.26,3606.0
JPM,CHL,JPMORGAN CHASE,12,Q,2016-09-30,Y,3611.98,3629.6
JPM,CHL,JPMORGAN CHASE,12,Q,2016-06-30,Y,3656.66,3666.5
JPM,CHL,JPMORGAN CHASE,12,Q,2016-03-31,Y,3661.82,3696.9
JPM,CHL,JPMORGAN CHASE,12,Q,2015-12-31,Y,3681.13,3704.6
JPM,CHL,JPMORGAN CHASE,12,Q,2015-09-30,Y,3698.07,3725.6
JPM,CHL,JPMORGAN CHASE,12,Q,2015-06-30,Y,3711.09,3743.6
JPM,CHL,JPMORGAN CHASE,12,Q,2015-03-31,Y,3713.32,3757.5
JPM,CHL,JPMORGAN CHASE,12,Q,2014-12-31,Y,3738.19,3765.2
JPM,CHL,JPMORGAN CHASE,12,Q,2014-09-30,Y,3761.28,3788.7
JPM,CHL,JPMORGAN CHASE,12,Q,2014-06-30,Y,3784.71,3812.5
JPM,CHL,JPMORGAN CHASE,12,Q,2014-03-31,Y,3786.82,3823.6
JPM,CHL,JPMORGAN CHASE,12,Q,2013-12-31,Y,3759.19,3797.1
JPM,CHL,JPMORGAN CHASE,12,Q,2013-09-30,Y,3764.2,3767.0
JPM,CHL,JPMORGAN CHASE,12,Q,2013-06-30,Y,3779.68,3814.3
JPM,CHL,JPMORGAN CHASE,12,Q,2013-03-31,Y,3827.47,3847.0
JPM,CHL,JPMORGAN CHASE,12,Q,2012-12-31,Y,3801.4,3820.9
JPM,CHL,JPMORGAN CHASE,12,Q,2012-09-30,Y,3798.75,3813.9
JPM,CHL,JPMORGAN CHASE,12,Q,2012-06-30,Y,3806.67,3820.5
JPM,CHL,JPMORGAN CHASE,12,Q,2012-03-31,Y,3817.36,3833.4
JPM,CHL,JPMORGAN CHASE,12,Q,2011-12-31,Y,3799.77,3811.7
JPM,CHL,JPMORGAN CHASE,12,Q,2011-09-30,Y,3899.05,3872.2
JPM,CHL,JPMORGAN CHASE,12,Q,2011-06-30,Y,3973.69,3983.2
JPM,CHL,JPMORGAN CHASE,12,Q,2011-03-31,Y,3983.51,4014.1
KO,KO,COCA COLA CO,12,Q,2017-09-30,Y,4260.67,4320.0
KO,KO,COCA COLA CO,12,Q,2017-06-30,Y,4265.3,4327.0
KO,KO,COCA COLA CO,12,Q,2017-03-31,Y,4272.56,4334.0
KO,KO,COCA COLA CO,12,Q,2016-12-31,Y,4312.96,4345.0
KO,KO,COCA COLA CO,12,Q,2016-09-30,Y,4312.96,4364.0
KO,KO,COCA COLA CO,12,Q,2016-06-30,Y,4326.2,4377.0
KO,KO,COCA COLA CO,12,Q,2016-03-31,Y,4326.2,4382.0
KO,KO,COCA COLA CO,12,Q,2015-12-31,Y,4348.98,4390.0
KO,KO,COCA COLA CO,12,Q,2015-09-30,Y,4350.0,4399.0
KO,KO,COCA COLA CO,12,Q,2015-06-30,Y,4350.0,4408.0
KO,KO,COCA COLA CO,12,Q,2015-03-31,Y,4368.49,4422.0
KO,KO,COCA COLA CO,12,Q,2014-12-31,Y,4380.11,4437.0
KO,KO,COCA COLA CO,12,Q,2014-09-30,Y,4385.92,4445.0
KO,KO,COCA COLA CO,12,Q,2014-06-30,Y,4395.18,4454.0
KO,KO,COCA COLA CO,12,Q,2014-03-31,Y,4405.89,4464.0
KO,KO,COCA COLA CO,12,Q,2013-12-31,Y,4415.92,4482.0
KO,KO,COCA COLA CO,12,Q,2013-09-30,Y,4433.15,4498.0
KO,KO,COCA COLA CO,12,Q,2013-06-30,Y,4453.75,4527.0
KO,KO,COCA COLA CO,12,Q,2013-03-31,Y,4456.72,4530.0
KO,KO,COCA COLA CO,12,Q,2012-12-31,Y,4485.16,4557.0
KO,KO,COCA COLA CO,12,Q,2012-09-30,Y,4501.92,4587.0
KO,KO,COCA COLA CO,12,Q,2012-06-30,Y,4511.9,4592.0
KO,KO,COCA COLA CO,12,Q,2012-03-31,Y,4529.15,4600.22
KO,KO,COCA COLA CO,12,Q,2011-12-31,Y,4542.46,4612.0
KO,KO,COCA COLA CO,12,Q,2011-09-30,Y,4592.19,4652.0
KO,KO,COCA COLA CO,12,Q,2011-06-30,Y,4578.51,4661.67
KO,KO,COCA COLA CO,12,Q,2011-03-31,Y,4590.26,4662.0
MCD,MCD,MCDONALDS CORP,12,Q,2017-09-30,Y,810.0,813.5
MCD,MCD,MCDONALDS CORP,12,Q,2017-06-30,Y,815.07,819.2
MCD,MCD,MCDONALDS CORP,12,Q,2017-03-31,Y,816.75,825.2
MCD,MCD,MCDONALDS CORP,12,Q,2016-12-31,Y,830.44,829.7
MCD,MCD,MCDONALDS CORP,12,Q,2016-09-30,Y,853.36,847.7
MCD,MCD,MCDONALDS CORP,12,Q,2016-06-30,Y,877.86,871.2
MCD,MCD,MCDONALDS CORP,12,Q,2016-03-31,Y,877.67,894.9
MCD,MCD,MCDONALDS CORP,12,Q,2015-12-31,Y,918.23,919.9
MCD,MCD,MCDONALDS CORP,12,Q,2015-09-30,Y,941.81,934.8
MCD,MCD,MCDONALDS CORP,12,Q,2015-06-30,Y,958.52,957.6
MCD,MCD,MCDONALDS CORP,12,Q,2015-03-31,Y,959.13,965.5
MCD,MCD,MCDONALDS CORP,12,Q,2014-12-31,Y,973.2,971.5
MCD,MCD,MCDONALDS CORP,12,Q,2014-09-30,Y,981.93,983.8
MCD,MCD,MCDONALDS CORP,12,Q,2014-06-30,Y,988.42,993.2
MCD,MCD,MCDONALDS CORP,12,Q,2014-03-31,Y,989.88,995.9
MCD,MCD,MCDONALDS CORP,12,Q,2013-12-31,Y,995.03,999.3
MCD,MCD,MCDONALDS CORP,12,Q,2013-09-30,Y,999.65,1004.2
MCD,MCD,MCDONALDS CORP,12,Q,2013-06-30,Y,1002.55,1008.7
MCD,MCD,MCDONALDS CORP,12,Q,2013-03-31,Y,1002.79,1010.8
MCD,MCD,MCDONALDS CORP,12,Q,2012-12-31,Y,1003.98,1010.7
MCD,MCD,MCDONALDS CORP,12,Q,2012-09-30,Y,1008.43,1015.4
MCD,MCD,MCDONALDS CORP,12,Q,2012-06-30,Y,1016.24,1023.9
MCD,MCD,MCDONALDS CORP,12,Q,2012-03-31,Y,1018.56,1030.0
MCD,MCD,MCDONALDS CORP,12,Q,2011-12-31,Y,1023.22,1034.7
MCD,MCD,MCDONALDS CORP,12,Q,2011-09-30,Y,1031.75,1041.3
MCD,MCD,MCDONALDS CORP,12,Q,2011-06-30,Y,1037.58,1047.7
MCD,MCD,MCDONALDS CORP,12,Q,2011-03-31,Y,1043.3,1054.6
MMM,MMM,3M CO,12,Q,2017-09-30,Y,596.77,612.7
MMM,MMM,3M CO,12,Q,2017-06-30,Y,596.77,612.8
MMM,MMM,3M CO,12,Q,2017-03-31,Y,597.24,612.0
MMM,MMM,3M CO,12,Q,2016-12-31,Y,596.73,613.8
MMM,MMM,3M CO,12,Q,2016-09-30,Y,601.47,618.8
MMM,MMM,3M CO,12,Q,2016-06-30,Y,606.52,620.9
MMM,MMM,3M CO,12,Q,2016-03-31,Y,606.52,621.3
MMM,MMM,3M CO,12,Q,2015-12-31,Y,615.71,625.4
MMM,MMM,3M CO,12,Q,2015-09-30,Y,615.71,631.2
MMM,MMM,3M CO,12,Q,2015-06-30,Y,624.74,643.0
MMM,MMM,3M CO,12,Q,2015-03-31,Y,634.34,649.2
MMM,MMM,3M CO,12,Q,2014-12-31,Y,636.04,650.9
MMM,MMM,3M CO,12,Q,2014-09-30,Y,640.82,657.9
MMM,MMM,3M CO,12,Q,2014-06-30,Y,654.28,664.6
MMM,MMM,3M CO,12,Q,2014-03-31,Y,662.69,674.5
MMM,MMM,3M CO,12,Q,2013-12-31,Y,665.24,681.3
MMM,MMM,3M CO,12,Q,2013-09-30,Y,683.47,691.8
MMM,MMM,3M CO,12,Q,2013-06-30,Y,690.2,699.1
MMM,MMM,3M CO,12,Q,2013-03-31,Y,689.99,702.1
MMM,MMM,3M CO,12,Q,2012-12-31,Y,691.93,701.2
MMM,MMM,3M CO,12,Q,2012-09-30,Y,691.32,703.1
MMM,MMM,3M CO,12,Q,2012-06-30,Y,693.87,702.6
MMM,MMM,3M CO,12,Q,2012-03-31,Y,694.74,706.1
MMM,MMM,3M CO,12,Q,2011-12-31,Y,700.84,707.5
MMM,MMM,3M CO,12,Q,2011-09-30,Y,709.54,715.5
MMM,MMM,3M CO,12,Q,2011-06-30,Y,710.58,726.5
MMM,MMM,3M CO,12,Q,2011-03-31,Y,711.8,726.4
MRK,MRK,MERCK & CO INC,12,Q,2017-09-30,Y,2735.16,2727.0
MRK,MRK,MERCK & CO INC,12,Q,2017-06-30,Y,2735.16,2752.0
MRK,MRK,MERCK & CO INC,12,Q,2017-03-31,Y,2741.53,2766.0
MRK,MRK,MERCK & CO INC,12,Q,2016-12-31,Y,2757.14,2776.0
MRK,MRK,MERCK & CO INC,12,Q,2016-09-30,Y,2765.21,2786.0
MRK,MRK,MERCK & CO INC,12,Q,2016-06-30,Y,2768.02,2789.0
MRK,MRK,MERCK & CO INC,12,Q,2016-03-31,Y,2769.71,2795.0
MRK,MRK,MERCK & CO INC,12,Q,2015-12-31,Y,2793.54,2813.0
MRK,MRK,MERCK & CO INC,12,Q,2015-09-30,Y,2816.64,2836.0
MRK,MRK,MERCK & CO INC,12,Q,2015-06-30,Y,2825.22,2850.0
MRK,MRK,MERCK & CO INC,12,Q,2015-03-31,Y,2828.45,2865.0
MRK,MRK,MERCK & CO INC,12,Q,2014-12-31,Y,2850.87,2880.0
MRK,MRK,MERCK & CO INC,12,Q,2014-09-30,Y,2884.63,2911.0
MRK,MRK,MERCK & CO INC,12,Q,2014-06-30,Y,2922.38,2949.0
MRK,MRK,MERCK & CO INC,12,Q,2014-03-31,Y,2940.62,2971.0
MRK,MRK,MERCK & CO INC,12,Q,2013-12-31,Y,2921.93,2959.0
MRK,MRK,MERCK & CO INC,12,Q,2013-09-30,Y,2926.38,2960.0
MRK,MRK,MERCK & CO INC,12,Q,2013-06-30,Y,3019.61,3010.0
MRK,MRK,MERCK & CO INC,12,Q,2013-03-31,Y,3022.37,3053.0
MRK,MRK,MERCK & CO INC,12,Q,2012-12-31,Y,3040.07,3074.0
MRK,MRK,MERCK & CO INC,12,Q,2012-09-30,Y,3045.63,3079.0
MRK,MRK,MERCK & CO INC,12,Q,2012-06-30,Y,3041.56,3072.0
MRK,MRK,MERCK & CO INC,12,Q,2012-03-31,Y,3044.01,3074.0
MRK,MRK,MERCK & CO INC,12,Q,2011-12-31,Y,3047.92,3069.0
MRK,MRK,MERCK & CO INC,12,Q,2011-09-30,Y,3080.8,3091.0
MRK,MRK,MERCK & CO INC,12,Q,2011-06-30,Y,3086.58,3110.0
MRK,MRK,MERCK & CO INC,12,Q,2011-03-31,Y,3083.08,3104.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2017-09-30,Y,7714.59,7799.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2017-06-30,Y,7708.0,7806.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2017-03-31,Y,7727.53,7813.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2016-12-31,Y,7775.35,7830.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2016-09-30,Y,7775.35,7876.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2016-06-30,Y,7808.0,7929.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2016-03-31,Y,7860.47,7985.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2015-12-31,Y,7987.91,8028.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2015-09-30,Y,7987.91,8066.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2015-06-30,Y,8027.0,8061.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2015-03-31,Y,8113.0,8237.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2014-12-31,Y,8203.79,8297.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2014-09-30,Y,8242.85,8351.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2014-06-30,Y,8260.41,8345.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2014-03-31,Y,8300.72,8367.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2013-12-31,Y,8347.97,8395.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2013-09-30,Y,8329.96,8434.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2013-06-30,Y,8351.11,8442.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2013-03-31,Y,8376.25,8429.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2012-12-31,Y,8416.46,8444.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2012-09-30,Y,8383.4,8494.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2012-06-30,Y,8400.87,8388.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2012-03-31,Y,8390.77,8498.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2011-12-31,Y,8412.18,8465.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2011-09-30,Y,8378.27,8490.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2011-06-30,Y,8432.77,8521.0
MSFT,MSFT,MICROSOFT CORP,6,Q,2011-03-31,Y,8402.38,8510.0
NKE,NIKE,NIKE INC-B,5,Q,2017-08-31,Y,1643.19,1676.9
NKE,NIKE,NIKE INC-B,5,Q,2017-05-31,Y,1643.0,1678.6
NKE,NIKE,NIKE INC-B,5,Q,2017-02-28,Y,1652.0,1686.3
NKE,NIKE,NIKE INC-B,5,Q,2016-11-30,Y,1656.0,1693.2
NKE,NIKE,NIKE INC-B,5,Q,2016-08-31,Y,1668.0,1708.9
NKE,NIKE,NIKE INC-B,5,Q,2016-05-31,Y,1682.0,1723.1
NKE,NIKE,NIKE INC-B,5,Q,2016-02-29,Y,1685.0,1737.3
NKE,NIKE,NIKE INC-B,5,Q,2015-11-30,Y,1707.0,1751.4
NKE,NIKE,NIKE INC-B,5,Q,2015-08-31,Y,1708.0,1754.6
NKE,NIKE,NIKE INC-B,5,Q,2015-05-31,Y,1714.0,1759.6
NKE,NIKE,NIKE INC-B,5,Q,2015-02-28,Y,1720.0,1767.6
NKE,NIKE,NIKE INC-B,5,Q,2014-11-30,Y,1728.0,1769.6
NKE,NIKE,NIKE INC-B,5,Q,2014-08-31,Y,1728.0,1772.4
NKE,NIKE,NIKE INC-B,5,Q,2014-05-31,Y,1756.27,1790.4
NKE,NIKE,NIKE INC-B,5,Q,2014-02-28,Y,1770.97,1809.6
NKE,NIKE,NIKE INC-B,5,Q,2013-11-30,Y,1779.11,1821.2
NKE,NIKE,NIKE INC-B,5,Q,2013-08-31,Y,1780.71,1821.4
NKE,NIKE,NIKE INC-B,5,Q,2013-05-31,Y,1787.23,1826.8
NKE,NIKE,NIKE INC-B,5,Q,2013-02-28,Y,1791.42,1823.4
NKE,NIKE,NIKE INC-B,5,Q,2012-11-30,Y,1802.21,1826.4
NKE,NIKE,NIKE INC-B,5,Q,2012-08-31,Y,1823.48,1845.6
NKE,NIKE,NIKE INC-B,5,Q,2012-05-31,Y,1833.47,1872.4
NKE,NIKE,NIKE INC-B,5,Q,2012-02-29,Y,1833.47,1869.2
NKE,NIKE,NIKE INC-B,5,Q,2011-11-30,Y,1835.65,1874.0
NKE,NIKE,NIKE INC-B,5,Q,2011-08-31,Y,1854.67,1897.2
NKE,NIKE,NIKE INC-B,5,Q,2011-05-31,Y,1896.52,1914.8
NKE,NIKE,NIKE INC-B,5,Q,2011-02-28,Y,1913.98,1942.0
PFE,PFE,PFIZER INC,12,Q,2017-09-30,Y,5947.35,
PFE,PFE,PFIZER INC,12,Q,2017-06-30,Y,5967.84,6037.0
PFE,PFE,PFIZER INC,12,Q,2017-03-31,Y,5955.13,6119.61
PFE,PFE,PFIZER INC,12,Q,2016-12-31,Y,6068.35,5961.54
PFE,PFE,PFIZER INC,12,Q,2016-09-30,Y,6065.65,6138.0
PFE,PFE,PFIZER INC,12,Q,2016-06-30,Y,6064.85,6137.0
PFE,PFE,PFIZER INC,12,Q,2016-03-31,Y,6191.88,6155.1
PFE,PFE,PFIZER INC,12,Q,2015-12-31,Y,6173.5,6249.0
PFE,PFE,PFIZER INC,12,Q,2015-09-30,Y,6167.35,6243.0
PFE,PFE,PFIZER INC,12,Q,2015-06-30,Y,6157.67,6243.0
PFE,PFE,PFIZER INC,12,Q,2015-03-31,Y,6140.33,6252.63
PFE,PFE,PFIZER INC,12,Q,2014-12-31,Y,6300.66,6374.0
PFE,PFE,PFIZER INC,12,Q,2014-09-30,Y,6340.86,6403.0
PFE,PFE,PFIZER INC,12,Q,2014-06-30,Y,6370.99,6444.0
PFE,PFE,PFIZER INC,12,Q,2014-03-31,Y,6378.72,6476.0
PFE,PFE,PFIZER INC,12,Q,2013-12-31,Y,6481.07,6533.0
PFE,PFE,PFIZER INC,12,Q,2013-09-30,Y,6620.3,6656.0
PFE,PFE,PFIZER INC,12,Q,2013-06-30,Y,7093.22,7117.0
PFE,PFE,PFIZER INC,12,Q,2013-03-31,Y,7185.65,7269.0
PFE,PFE,PFIZER INC,12,Q,2012-12-31,Y,7362.57,7395.0
PFE,PFE,PFIZER INC,12,Q,2012-09-30,Y,7469.48,7508.0
PFE,PFE,PFIZER INC,12,Q,2012-06-30,Y,7488.14,7537.0
PFE,PFE,PFIZER INC,12,Q,2012-03-31,Y,7537.43,7598.0
PFE,PFE,PFIZER INC,12,Q,2011-12-31,Y,7686.97,7687.0
PFE,PFE,PFIZER INC,12,Q,2011-09-30,Y,7802.13,7810.0
PFE,PFE,PFIZER INC,12,Q,2011-06-30,Y,7901.13,7935.0
PFE,PFE,PFIZER INC,12,Q,2011-03-31,Y,7991.21,8035.0
PG,PG,PROCTER & GAMBL,6,Q,2017-09-30,Y,2536.96,2690.6
PG,PG,PROCTER & GAMBL,6,Q,2017-06-30,Y,2557.61,2695.6
PG,PG,PROCTER & GAMBL,6,Q,2017-03-31,Y,2557.61,2705.5
PG,PG,PROCTER & GAMBL,6,Q,2016-12-31,Y,2675.99,2737.6
PG,PG,PROCTER & GAMBL,6,Q,2016-09-30,Y,2675.99,2827.08
PG,PG,PROCTER & GAMBL,6,Q,2016-06-30,Y,2661.85,2811.0
PG,PG,PROCTER & GAMBL,6,Q,2016-03-31,Y,2661.85,2835.0
PG,PG,PROCTER & GAMBL,6,Q,2015-12-31,Y,2720.57,2864.6
PG,PG,PROCTER & GAMBL,6,Q,2015-09-30,Y,2720.57,2867.5
PG,PG,PROCTER & GAMBL,6,Q,2015-06-30,Y,2713.0,2878.5
PG,PG,PROCTER & GAMBL,6,Q,2015-03-31,Y,2713.0,2882.5
PG,PG,PROCTER & GAMBL,6,Q,2014-12-31,Y,2702.12,2885.2
PG,PG,PROCTER & GAMBL,6,Q,2014-09-30,Y,2702.12,2888.0
PG,PG,PROCTER & GAMBL,6,Q,2014-06-30,Y,2705.96,2891.9
PG,PG,PROCTER & GAMBL,6,Q,2014-03-31,Y,2711.41,2894.1
PG,PG,PROCTER & GAMBL,6,Q,2013-12-31,Y,2718.23,2908.5
PG,PG,PROCTER & GAMBL,6,Q,2013-09-30,Y,2738.35,2924.3
PG,PG,PROCTER & GAMBL,6,Q,2013-06-30,Y,2740.77,2937.1
PG,PG,PROCTER & GAMBL,6,Q,2013-03-31,Y,2731.65,2930.7
PG,PG,PROCTER & GAMBL,6,Q,2012-12-31,Y,2734.23,2919.1
PG,PG,PROCTER & GAMBL,6,Q,2012-09-30,Y,2757.35,2931.7
PG,PG,PROCTER & GAMBL,6,Q,2012-06-30,Y,2740.11,2930.0
PG,PG,PROCTER & GAMBL,6,Q,2012-03-31,Y,2754.4,2937.8
PG,PG,PROCTER & GAMBL,6,Q,2011-12-31,Y,2751.32,2949.7
PG,PG,PROCTER & GAMBL,6,Q,2011-09-30,Y,2747.77,2945.8
PG,PG,PROCTER & GAMBL,6,Q,2011-06-30,Y,2791.29,2983.6
PG,PG,PROCTER & GAMBL,6,Q,2011-03-31,Y,2800.78,2999.3
TRV,SPM,TRAVELERS COS,12,Q,2017-09-30,Y,273.7,274.1
TRV,SPM,TRAVELERS COS,12,Q,2017-06-30,Y,275.95,280.0
TRV,SPM,TRAVELERS COS,12,Q,2017-03-31,Y,279.42,282.4
TRV,SPM,TRAVELERS COS,12,Q,2016-12-31,Y,279.6,285.1
TRV,SPM,TRAVELERS COS,12,Q,2016-09-30,Y,284.06,289.8
TRV,SPM,TRAVELERS COS,12,Q,2016-06-30,Y,288.28,293.6
TRV,SPM,TRAVELERS COS,12,Q,2016-03-31,Y,292.39,297.9
TRV,SPM,TRAVELERS COS,12,Q,2015-12-31,Y,295.9,303.3
TRV,SPM,TRAVELERS COS,12,Q,2015-09-30,Y,304.22,311.0
TRV,SPM,TRAVELERS COS,12,Q,2015-06-30,Y,311.21,318.0
TRV,SPM,TRAVELERS COS,12,Q,2015-03-31,Y,318.7,324.5
TRV,SPM,TRAVELERS COS,12,Q,2014-12-31,Y,331.4,331.0
TRV,SPM,TRAVELERS COS,12,Q,2014-09-30,Y,331.4,338.9
TRV,SPM,TRAVELERS COS,12,Q,2014-06-30,Y,347.47,346.7
TRV,SPM,TRAVELERS COS,12,Q,2014-03-31,Y,352.33,354.6
TRV,SPM,TRAVELERS COS,12,Q,2013-12-31,Y,364.07,363.4
TRV,SPM,TRAVELERS COS,12,Q,2013-09-30,Y,373.47,372.9
TRV,SPM,TRAVELERS COS,12,Q,2013-06-30,Y,376.42,379.9
TRV,SPM,TRAVELERS COS,12,Q,2013-03-31,Y,377.95,381.9
TRV,SPM,TRAVELERS COS,12,Q,2012-12-31,Y,381.45,385.3
TRV,SPM,TRAVELERS COS,12,Q,2012-09-30,Y,385.36,387.9
TRV,SPM,TRAVELERS COS,12,Q,2012-06-30,Y,389.04,391.6
TRV,SPM,TRAVELERS COS,12,Q,2012-03-31,Y,393.07,399.01
TRV,SPM,TRAVELERS COS,12,Q,2011-12-31,Y,412.77,407.0
TRV,SPM,TRAVELERS COS,12,Q,2011-09-30,Y,418.74,418.5
TRV,SPM,TRAVELERS COS,12,Q,2011-06-30,Y,418.87,418.6
TRV,SPM,TRAVELERS COS,12,Q,2011-03-31,Y,431.05,434.4
UNH,UNIH,UNITEDHEALTH GP,12,Q,2017-09-30,Y,966.86,989.0
UNH,UNIH,UNITEDHEALTH GP,12,Q,2017-06-30,Y,963.66,985.0
UNH,UNIH,UNITEDHEALTH GP,12,Q,2017-03-31,Y,964.11,975.0
UNH,UNIH,UNITEDHEALTH GP,12,Q,2016-12-31,Y,951.82,970.0
