ticker,m_ticker,comp_name,fye,per_type,per_end_date,active_ticker_flag,mkt_val,ep_val
AXP,AXP,AMER EXPRESS CO,12,Q,2016-12-31,Y,67802.09,89584.09
AXP,AXP,AMER EXPRESS CO,12,Q,2016-09-30,Y,58612.93,76986.94
AXP,AXP,AMER EXPRESS CO,12,Q,2016-06-30,Y,56128.94,73010.94
AXP,AXP,AMER EXPRESS CO,12,Q,2016-03-31,Y,58391.41,80657.41
AXP,AXP,AMER EXPRESS CO,12,Q,2015-12-31,Y,67393.96,92692.96
AXP,AXP,AMER EXPRESS CO,12,Q,2015-09-30,Y,73018.05,101733.05
AXP,AXP,AMER EXPRESS CO,12,Q,2015-06-30,Y,77875.45,109544.45
AXP,AXP,AMER EXPRESS CO,12,Q,2015-03-31,Y,79369.93,110509.93
AXP,AXP,AMER EXPRESS CO,12,Q,2014-12-31,Y,95179.93,130846.93
AXP,AXP,AMER EXPRESS CO,12,Q,2014-09-30,Y,90603.9,125051.9
AXP,AXP,AMER EXPRESS CO,12,Q,2014-06-30,Y,100429.87,136835.88
AXP,AXP,AMER EXPRESS CO,12,Q,2014-03-31,Y,95396.96,128751.96
AXP,AXP,AMER EXPRESS CO,12,Q,2013-12-31,Y,97196.42,133040.42
AXP,AXP,AMER EXPRESS CO,12,Q,2013-09-30,Y,81475.8,111718.8
AXP,AXP,AMER EXPRESS CO,12,Q,2013-06-30,Y,82134.26,111680.26
AXP,AXP,AMER EXPRESS CO,12,Q,2013-03-31,Y,74339.98,102741.98
AXP,AXP,AMER EXPRESS CO,12,Q,2012-12-31,Y,64323.68,101046.69
AXP,AXP,AMER EXPRESS CO,12,Q,2012-09-30,Y,64459.29,95587.28
AXP,AXP,AMER EXPRESS CO,12,Q,2012-06-30,Y,66994.65,100875.65
AXP,AXP,AMER EXPRESS CO,12,Q,2012-03-31,Y,67597.49,97359.49
AXP,AXP,AMER EXPRESS CO,12,Q,2011-12-31,Y,54787.11,89464.11
AXP,AXP,AMER EXPRESS CO,12,Q,2011-09-30,Y,53600.01,90422.01
AXP,AXP,AMER EXPRESS CO,12,Q,2011-06-30,Y,62151.37,100464.37
AXP,AXP,AMER EXPRESS CO,12,Q,2011-03-31,Y,54345.86,93048.86
BA,BA,BOEING CO,12,Q,2017-09-30,Y,151402.02,151150.02
BA,BA,BOEING CO,12,Q,2017-06-30,Y,116886.73,116615.73
BA,BA,BOEING CO,12,Q,2017-03-31,Y,106749.34,107976.34
BA,BA,BOEING CO,12,Q,2016-12-31,Y,96080.4,95619.4
BA,BA,BOEING CO,12,Q,2016-09-30,Y,81305.45,81461.45
BA,BA,BOEING CO,12,Q,2016-06-30,Y,82728.63,83310.63
BA,BA,BOEING CO,12,Q,2016-03-31,Y,80862.19,81231.19
BA,BA,BOEING CO,12,Q,2015-12-31,Y,96872.98,93550.98
BA,BA,BOEING CO,12,Q,2015-09-30,Y,87734.41,86279.41
BA,BA,BOEING CO,12,Q,2015-06-30,Y,94259.55,93538.55
BA,BA,BOEING CO,12,Q,2015-03-31,Y,103782.88,103056.88
BA,BA,BOEING CO,12,Q,2014-12-31,Y,92666.65,87715.65
BA,BA,BOEING CO,12,Q,2014-09-30,Y,90813.03,88037.03
BA,BA,BOEING CO,12,Q,2014-06-30,Y,92779.3,88741.3
BA,BA,BOEING CO,12,Q,2014-03-31,Y,92495.8,87546.8
BA,BA,BOEING CO,12,Q,2013-12-31,Y,101467.22,94281.22
BA,BA,BOEING CO,12,Q,2013-09-30,Y,88647.17,81413.17
BA,BA,BOEING CO,12,Q,2013-06-30,Y,77719.29,72089.29
BA,BA,BOEING CO,12,Q,2013-03-31,Y,65015.07,61416.07
BA,BA,BOEING CO,12,Q,2012-12-31,Y,56827.25,52242.25
BA,BA,BOEING CO,12,Q,2012-09-30,Y,52321.39,50163.39
BA,BA,BOEING CO,12,Q,2012-06-30,Y,55654.34,54082.34
BA,BA,BOEING CO,12,Q,2012-03-31,Y,55616.42,53917.42
BA,BA,BOEING CO,12,Q,2011-12-31,Y,54516.21,53262.21
BA,BA,BOEING CO,12,Q,2011-09-30,Y,44843.48,46387.48
BA,BA,BOEING CO,12,Q,2011-06-30,Y,54580.67,56102.67
BA,BA,BOEING CO,12,Q,2011-03-31,Y,54491.73,57442.73
CAT,CTR,CATERPILLAR INC,12,Q,2017-09-30,Y,73700.21,
CAT,CTR,CATERPILLAR INC,12,Q,2017-06-30,Y,63303.65,76886.65
CAT,CTR,CATERPILLAR INC,12,Q,2017-03-31,Y,54650.21,68903.22
CAT,CTR,CATERPILLAR INC,12,Q,2016-12-31,Y,54259.67,69909.67
CAT,CTR,CATERPILLAR INC,12,Q,2016-09-30,Y,51862.18,69371.19
CAT,CTR,CATERPILLAR INC,12,Q,2016-06-30,Y,44264.85,61480.85
CAT,CTR,CATERPILLAR INC,12,Q,2016-03-31,Y,44691.1,63275.1
CAT,CTR,CATERPILLAR INC,12,Q,2015-12-31,Y,39568.62,58277.62
CAT,CTR,CATERPILLAR INC,12,Q,2015-09-30,Y,38054.82,57216.82
CAT,CTR,CATERPILLAR INC,12,Q,2015-06-30,Y,51201.09,70825.09
CAT,CTR,CATERPILLAR INC,12,Q,2015-03-31,Y,48314.11,67554.11
CAT,CTR,CATERPILLAR INC,12,Q,2014-12-31,Y,55412.18,75855.17
CAT,CTR,CATERPILLAR INC,12,Q,2014-09-30,Y,62175.69,84273.69
CAT,CTR,CATERPILLAR INC,12,Q,2014-06-30,Y,67835.51,87215.51
CAT,CTR,CATERPILLAR INC,12,Q,2014-03-31,Y,63380.38,84836.38
CAT,CTR,CATERPILLAR INC,12,Q,2013-12-31,Y,57787.49,78425.48
CAT,CTR,CATERPILLAR INC,12,Q,2013-09-30,Y,54011.1,73669.09
CAT,CTR,CATERPILLAR INC,12,Q,2013-06-30,Y,54253.67,73823.67
CAT,CTR,CATERPILLAR INC,12,Q,2013-03-31,Y,56969.53,78227.53
CAT,CTR,CATERPILLAR INC,12,Q,2012-12-31,Y,58598.05,80860.05
CAT,CTR,CATERPILLAR INC,12,Q,2012-09-30,Y,56207.27,77044.27
CAT,CTR,CATERPILLAR INC,12,Q,2012-06-30,Y,55403.78,77561.78
CAT,CTR,CATERPILLAR INC,12,Q,2012-03-31,Y,68975.22,91302.22
CAT,CTR,CATERPILLAR INC,12,Q,2011-12-31,Y,58583.78,80470.78
CAT,CTR,CATERPILLAR INC,12,Q,2011-09-30,Y,47705.52,71257.52
CAT,CTR,CATERPILLAR INC,12,Q,2011-06-30,Y,68634.02,83845.02
CAT,CTR,CATERPILLAR INC,12,Q,2011-03-31,Y,71132.95,86158.95
CSCO,CSCO,CISCO SYSTEMS,7,Q,2017-09-30,Y,166528.42,121761.42
CSCO,CSCO,CISCO SYSTEMS,7,Q,2017-06-30,Y,156501.67,116749.67
CSCO,CSCO,CISCO SYSTEMS,7,Q,2017-03-31,Y,169265.55,127891.55
CSCO,CSCO,CISCO SYSTEMS,7,Q,2016-12-31,Y,151697.13,111363.13
CSCO,CSCO,CISCO SYSTEMS,7,Q,2016-09-30,Y,159433.7,118160.7
CSCO,CSCO,CISCO SYSTEMS,7,Q,2016-06-30,Y,144302.45,105221.45
CSCO,CSCO,CISCO SYSTEMS,7,Q,2016-03-31,Y,143264.48,104480.48
CSCO,CSCO,CISCO SYSTEMS,7,Q,2015-12-31,Y,137840.94,100327.94
CSCO,CSCO,CISCO SYSTEMS,7,Q,2015-09-30,Y,133537.78,94578.78
CSCO,CSCO,CISCO SYSTEMS,7,Q,2015-06-30,Y,139658.52,101825.52
CSCO,CSCO,CISCO SYSTEMS,7,Q,2015-03-31,Y,140507.95,107152.95
CSCO,CSCO,CISCO SYSTEMS,7,Q,2014-12-31,Y,142234.47,109742.47
CSCO,CSCO,CISCO SYSTEMS,7,Q,2014-09-30,Y,128873.5,97136.5
CSCO,CSCO,CISCO SYSTEMS,7,Q,2014-06-30,Y,128009.34,97924.34
CSCO,CSCO,CISCO SYSTEMS,7,Q,2014-03-31,Y,119844.45,85164.45
CSCO,CSCO,CISCO SYSTEMS,7,Q,2013-12-31,Y,120773.54,85519.54
CSCO,CSCO,CISCO SYSTEMS,7,Q,2013-09-30,Y,125223.15,87541.15
CSCO,CSCO,CISCO SYSTEMS,7,Q,2013-06-30,Y,129753.59,95321.59
CSCO,CSCO,CISCO SYSTEMS,7,Q,2013-03-31,Y,110936.74,80814.74
CSCO,CSCO,CISCO SYSTEMS,7,Q,2012-12-31,Y,104190.05,75462.05
CSCO,CSCO,CISCO SYSTEMS,7,Q,2012-09-30,Y,102289.61,69870.61
CSCO,CSCO,CISCO SYSTEMS,7,Q,2012-06-30,Y,92476.56,60350.56
CSCO,CSCO,CISCO SYSTEMS,7,Q,2012-03-31,Y,113699.52,83256.52
CSCO,CSCO,CISCO SYSTEMS,7,Q,2011-12-31,Y,96999.21,68875.21
CSCO,CSCO,CISCO SYSTEMS,7,Q,2011-09-30,Y,85252.87,56901.87
CSCO,CSCO,CISCO SYSTEMS,7,Q,2011-06-30,Y,86292.0,59093.0
CSCO,CSCO,CISCO SYSTEMS,7,Q,2011-03-31,Y,95058.37,66981.37
CVX,SD,CHEVRON CORP,12,Q,2017-09-30,Y,222662.86,
CVX,SD,CHEVRON CORP,12,Q,2017-06-30,Y,197659.14,226966.14
CVX,SD,CHEVRON CORP,12,Q,2017-03-31,Y,203419.14,233384.14
CVX,SD,CHEVRON CORP,12,Q,2016-12-31,Y,222190.41,250475.41
CVX,SD,CHEVRON CORP,12,Q,2016-09-30,Y,194160.66,226016.66
CVX,SD,CHEVRON CORP,12,Q,2016-06-30,Y,197573.33,228044.33
CVX,SD,CHEVRON CORP,12,Q,2016-03-31,Y,179800.59,203630.59
CVX,SD,CHEVRON CORP,12,Q,2015-12-31,Y,169308.06,191598.06
CVX,SD,CHEVRON CORP,12,Q,2015-09-30,Y,148332.11,164389.11
CVX,SD,CHEVRON CORP,12,Q,2015-06-30,Y,181409.73,198177.73
CVX,SD,CHEVRON CORP,12,Q,2015-03-31,Y,197412.61,214330.61
CVX,SD,CHEVRON CORP,12,Q,2014-12-31,Y,212067.77,222880.77
CVX,SD,CHEVRON CORP,12,Q,2014-09-30,Y,226580.58,232134.58
CVX,SD,CHEVRON CORP,12,Q,2014-06-30,Y,248521.53,254336.53
CVX,SD,CHEVRON CORP,12,Q,2014-03-31,Y,227014.67,230877.67
CVX,SD,CHEVRON CORP,12,Q,2013-12-31,Y,240223.56,243764.56
CVX,SD,CHEVRON CORP,12,Q,2013-09-30,Y,234740.92,234214.92
CVX,SD,CHEVRON CORP,12,Q,2013-06-30,Y,229402.58,225157.58
CVX,SD,CHEVRON CORP,12,Q,2013-03-31,Y,230831.39,223836.39
CVX,SD,CHEVRON CORP,12,Q,2012-12-31,Y,211649.56,201801.56
CVX,SD,CHEVRON CORP,12,Q,2012-09-30,Y,228707.05,217289.05
CVX,SD,CHEVRON CORP,12,Q,2012-06-30,Y,208117.11,196526.11
CVX,SD,CHEVRON CORP,12,Q,2012-03-31,Y,211950.64,201061.64
CVX,SD,CHEVRON CORP,12,Q,2011-12-31,Y,211893.92,201634.92
CVX,SD,CHEVRON CORP,12,Q,2011-09-30,Y,185456.2,174619.2
CVX,SD,CHEVRON CORP,12,Q,2011-06-30,Y,206733.19,198387.19
CVX,SD,CHEVRON CORP,12,Q,2011-03-31,Y,215780.8,208664.8
DD,DD,DU PONT (EI) DE,12,Q,2017-06-30,N,70040.63,74135.63
DD,DD,DU PONT (EI) DE,12,Q,2017-03-31,N,69648.68,72067.68
DD,DD,DU PONT (EI) DE,12,Q,2016-12-31,N,63809.71,66186.7
DD,DD,DU PONT (EI) DE,12,Q,2016-09-30,N,58219.84,61038.84
DD,DD,DU PONT (EI) DE,12,Q,2016-06-30,N,56656.26,59859.26
DD,DD,DU PONT (EI) DE,12,Q,2016-03-31,N,55310.78,58884.78
DD,DD,DU PONT (EI) DE,12,Q,2015-12-31,N,58368.71,60041.71
DD,DD,DU PONT (EI) DE,12,Q,2015-09-30,N,43613.19,48275.19
DD,DD,DU PONT (EI) DE,12,Q,2015-06-30,N,57864.39,64887.39
DD,DD,DU PONT (EI) DE,12,Q,2015-03-31,N,64697.29,69950.3
DD,DD,DU PONT (EI) DE,12,Q,2014-12-31,N,66985.73,69421.73
DD,DD,DU PONT (EI) DE,12,Q,2014-09-30,N,65677.77,70645.77
DD,DD,DU PONT (EI) DE,12,Q,2014-06-30,N,60096.7,65278.7
DD,DD,DU PONT (EI) DE,12,Q,2014-03-31,N,61482.12,67168.13
DD,DD,DU PONT (EI) DE,12,Q,2013-12-31,N,60273.77,62165.77
DD,DD,DU PONT (EI) DE,12,Q,2013-09-30,N,54076.3,57879.3
DD,DD,DU PONT (EI) DE,12,Q,2013-06-30,N,48324.47,52430.47
DD,DD,DU PONT (EI) DE,12,Q,2013-03-31,N,45181.58,50116.58
DD,DD,DU PONT (EI) DE,12,Q,2012-12-31,N,41941.15,48236.15
DD,DD,DU PONT (EI) DE,12,Q,2012-09-30,N,46769.85,53985.85
DD,DD,DU PONT (EI) DE,12,Q,2012-06-30,N,47386.07,55321.07
DD,DD,DU PONT (EI) DE,12,Q,2012-03-31,N,49463.83,57331.83
DD,DD,DU PONT (EI) DE,12,Q,2011-12-31,N,42297.02,50251.02
DD,DD,DU PONT (EI) DE,12,Q,2011-09-30,N,37272.11,46730.11
DD,DD,DU PONT (EI) DE,12,Q,2011-06-30,N,50196.61,60411.61
DD,DD,DU PONT (EI) DE,12,Q,2011-03-31,N,50922.73,54460.73
DIS,DIS,DISNEY WALT,9,Q,2017-09-30,Y,152140.92,
DIS,DIS,DISNEY WALT,9,Q,2017-06-30,Y,166268.39,180781.39
DIS,DIS,DISNEY WALT,9,Q,2017-03-31,Y,179297.72,192285.72
DIS,DIS,DISNEY WALT,9,Q,2016-12-31,Y,165066.88,176122.88
DIS,DIS,DISNEY WALT,9,Q,2016-09-30,Y,149235.41,161108.41
DIS,DIS,DISNEY WALT,9,Q,2016-06-30,Y,158707.19,168609.19
DIS,DIS,DISNEY WALT,9,Q,2016-03-31,Y,162031.22,172383.22
DIS,DIS,DISNEY WALT,9,Q,2015-12-31,Y,172503.23,181167.23
DIS,DIS,DISNEY WALT,9,Q,2015-09-30,Y,172499.08,181003.08
DIS,DIS,DISNEY WALT,9,Q,2015-06-30,Y,193668.31,201347.31
DIS,DIS,DISNEY WALT,9,Q,2015-03-31,Y,178267.17,186708.17
DIS,DIS,DISNEY WALT,9,Q,2014-12-31,Y,159649.7,166739.7
DIS,DIS,DISNEY WALT,9,Q,2014-09-30,Y,152824.0,162034.0
DIS,DIS,DISNEY WALT,9,Q,2014-06-30,Y,148488.31,157318.31
DIS,DIS,DISNEY WALT,9,Q,2014-03-31,Y,140287.38,147118.38
DIS,DIS,DISNEY WALT,9,Q,2013-12-31,Y,134256.2,141573.2
DIS,DIS,DISNEY WALT,9,Q,2013-09-30,Y,115207.65,124052.65
DIS,DIS,DISNEY WALT,9,Q,2013-06-30,Y,113729.43,122581.43
DIS,DIS,DISNEY WALT,9,Q,2013-03-31,Y,102548.77,111977.77
DIS,DIS,DISNEY WALT,9,Q,2012-12-31,Y,88233.96,97659.96
DIS,DIS,DISNEY WALT,9,Q,2012-09-30,Y,93804.7,101114.7
DIS,DIS,DISNEY WALT,9,Q,2012-06-30,Y,86687.21,94767.21
DIS,DIS,DISNEY WALT,9,Q,2012-03-31,Y,78469.56,87320.56
DIS,DIS,DISNEY WALT,9,Q,2011-12-31,Y,67369.24,74829.24
DIS,DIS,DISNEY WALT,9,Q,2011-09-30,Y,55977.08,63714.08
DIS,DIS,DISNEY WALT,9,Q,2011-06-30,Y,73791.62,79448.62
DIS,DIS,DISNEY WALT,9,Q,2011-03-31,Y,81830.89,87424.89
GE,GE,GENL ELECTRIC,12,Q,2017-09-30,Y,209691.02,
GE,GE,GENL ELECTRIC,12,Q,2017-06-30,Y,233851.11,253516.11
GE,GE,GENL ELECTRIC,12,Q,2017-03-31,Y,259519.7,275686.69
GE,GE,GENL ELECTRIC,12,Q,2016-12-31,Y,279545.94,292189.94
GE,GE,GENL ELECTRIC,12,Q,2016-09-30,Y,265431.75,282224.75
GE,GE,GENL ELECTRIC,12,Q,2016-06-30,Y,289479.28,320146.28
GE,GE,GENL ELECTRIC,12,Q,2016-03-31,Y,295174.34,319318.34
GE,GE,GENL ELECTRIC,12,Q,2015-12-31,Y,292164.81,334373.81
GE,GE,GENL ELECTRIC,12,Q,2015-09-30,Y,254955.0,298947.0
GE,GE,GENL ELECTRIC,12,Q,2015-06-30,Y,268262.09,322509.09
GE,GE,GENL ELECTRIC,12,Q,2015-03-31,Y,249983.78,311356.78
GE,GE,GENL ELECTRIC,12,Q,2014-12-31,Y,254150.0,302631.0
GE,GE,GENL ELECTRIC,12,Q,2014-09-30,Y,257280.98,333005.0
GE,GE,GENL ELECTRIC,12,Q,2014-06-30,Y,263691.0,347212.0
GE,GE,GENL ELECTRIC,12,Q,2014-03-31,Y,259618.83,347898.81
GE,GE,GENL ELECTRIC,12,Q,2013-12-31,Y,283589.88,372718.88
GE,GE,GENL ELECTRIC,12,Q,2013-09-30,Y,243290.53,339765.53
GE,GE,GENL ELECTRIC,12,Q,2013-06-30,Y,239787.39,338613.38
GE,GE,GENL ELECTRIC,12,Q,2013-03-31,Y,240408.05,336597.06
GE,GE,GENL ELECTRIC,12,Q,2012-12-31,Y,220107.44,330325.44
GE,GE,GENL ELECTRIC,12,Q,2012-09-30,Y,239791.25,340284.25
GE,GE,GENL ELECTRIC,12,Q,2012-06-30,Y,220639.7,328230.69
GE,GE,GENL ELECTRIC,12,Q,2012-03-31,Y,212365.83,314373.81
GE,GE,GENL ELECTRIC,12,Q,2011-12-31,Y,189082.14,300666.13
GE,GE,GENL ELECTRIC,12,Q,2011-09-30,Y,161337.13,291781.13
GE,GE,GENL ELECTRIC,12,Q,2011-06-30,Y,200018.73,341480.75
GE,GE,GENL ELECTRIC,12,Q,2011-03-31,Y,212900.7,373480.69
GS,GS&,GOLDMAN SACHS,12,Q,2017-09-30,Y,91762.91,
GS,GS&,GOLDMAN SACHS,12,Q,2017-06-30,Y,87346.66,-102545.34
GS,GS&,GOLDMAN SACHS,12,Q,2017-03-31,Y,91380.32,-125805.68
GS,GS&,GOLDMAN SACHS,12,Q,2016-12-31,Y,95217.05,-127729.95
GS,GS&,GOLDMAN SACHS,12,Q,2016-09-30,Y,65388.86,-166571.14
GS,GS&,GOLDMAN SACHS,12,Q,2016-06-30,Y,61719.24,-209048.75
GS,GS&,GOLDMAN SACHS,12,Q,2016-03-31,Y,65736.63,-189473.38
GS,GS&,GOLDMAN SACHS,12,Q,2015-12-31,Y,76874.59,-161450.41
GS,GS&,GOLDMAN SACHS,12,Q,2015-09-30,Y,75215.67,-161728.33
GS,GS&,GOLDMAN SACHS,12,Q,2015-06-30,Y,90200.63,-126122.38
GS,GS&,GOLDMAN SACHS,12,Q,2015-03-31,Y,84755.68,-127712.32
GS,GS&,GOLDMAN SACHS,12,Q,2014-12-31,Y,84421.88,-137052.13
GS,GS&,GOLDMAN SACHS,12,Q,2014-09-30,Y,83120.5,-138756.5
GS,GS&,GOLDMAN SACHS,12,Q,2014-06-30,Y,74875.16,-120378.84
GS,GS&,GOLDMAN SACHS,12,Q,2014-03-31,Y,74183.42,-197795.58
GS,GS&,GOLDMAN SACHS,12,Q,2013-12-31,Y,80339.73,-188597.28
GS,GS&,GOLDMAN SACHS,12,Q,2013-09-30,Y,71052.75,-217981.25
GS,GS&,GOLDMAN SACHS,12,Q,2013-06-30,Y,69348.88,-214090.13
GS,GS&,GOLDMAN SACHS,12,Q,2013-03-31,Y,68498.77,-193217.23
GS,GS&,GOLDMAN SACHS,12,Q,2012-12-31,Y,59946.06,-167115.94
GS,GS&,GOLDMAN SACHS,12,Q,2012-09-30,Y,54500.13,-202118.88
GS,GS&,GOLDMAN SACHS,12,Q,2012-06-30,Y,47151.33,-231463.67
GS,GS&,GOLDMAN SACHS,12,Q,2012-03-31,Y,61551.21,-224135.78
GS,GS&,GOLDMAN SACHS,12,Q,2011-12-31,Y,44519.87,-240237.13
GS,GS&,GOLDMAN SACHS,12,Q,2011-09-30,Y,47822.83,-237836.17
GS,GS&,GOLDMAN SACHS,12,Q,2011-06-30,Y,68905.35,-197465.66
GS,GS&,GOLDMAN SACHS,12,Q,2011-03-31,Y,82552.41,-183060.59
HD,HOMD,HOME DEPOT,1,Q,2017-09-30,Y,192807.47,212399.47
HD,HOMD,HOME DEPOT,1,Q,2017-06-30,Y,183398.13,202226.13
HD,HOMD,HOME DEPOT,1,Q,2017-03-31,Y,176367.66,196178.66
HD,HOMD,HOME DEPOT,1,Q,2016-12-31,Y,163331.03,182080.03
HD,HOMD,HOME DEPOT,1,Q,2016-09-30,Y,158993.67,175875.67
HD,HOMD,HOME DEPOT,1,Q,2016-06-30,Y,158847.27,176494.27
HD,HOMD,HOME DEPOT,1,Q,2016-03-31,Y,166986.7,185559.7
HD,HOMD,HOME DEPOT,1,Q,2015-12-31,Y,167677.28,182452.28
HD,HOMD,HOME DEPOT,1,Q,2015-09-30,Y,148301.06,159683.06
HD,HOMD,HOME DEPOT,1,Q,2015-06-30,Y,144355.2,155346.2
HD,HOMD,HOME DEPOT,1,Q,2015-03-31,Y,147506.56,162652.56
HD,HOMD,HOME DEPOT,1,Q,2014-12-31,Y,138332.3,152844.3
HD,HOMD,HOME DEPOT,1,Q,2014-09-30,Y,123474.89,135960.89
HD,HOMD,HOME DEPOT,1,Q,2014-06-30,Y,110761.13,122957.13
HD,HOMD,HOME DEPOT,1,Q,2014-03-31,Y,111433.0,124195.0
HD,HOMD,HOME DEPOT,1,Q,2013-12-31,Y,117947.36,127786.36
HD,HOMD,HOME DEPOT,1,Q,2013-09-30,Y,110801.38,118832.38
HD,HOMD,HOME DEPOT,1,Q,2013-06-30,Y,114823.79,121946.79
HD,HOMD,HOME DEPOT,1,Q,2013-03-31,Y,104333.59,111314.59
HD,HOMD,HOME DEPOT,1,Q,2012-12-31,Y,93235.29,101460.29
HD,HOMD,HOME DEPOT,1,Q,2012-09-30,Y,92406.07,100367.07
HD,HOMD,HOME DEPOT,1,Q,2012-06-30,Y,80803.92,88404.92
HD,HOMD,HOME DEPOT,1,Q,2012-03-31,Y,77556.3,86327.3
HD,HOMD,HOME DEPOT,1,Q,2011-12-31,Y,65762.84,74267.84
HD,HOMD,HOME DEPOT,1,Q,2011-09-30,Y,52337.09,60517.09
HD,HOMD,HOME DEPOT,1,Q,2011-06-30,Y,57882.07,66796.06
HD,HOMD,HOME DEPOT,1,Q,2011-03-31,Y,60734.71,68896.71
IBM,IBM,INTL BUS MACH,12,Q,2017-09-30,Y,135205.91,
IBM,IBM,INTL BUS MACH,12,Q,2017-06-30,Y,143360.38,168677.38
IBM,IBM,INTL BUS MACH,12,Q,2017-03-31,Y,163603.98,187349.98
IBM,IBM,INTL BUS MACH,12,Q,2016-12-31,Y,157832.44,183960.44
IBM,IBM,INTL BUS MACH,12,Q,2016-09-30,Y,151043.33,176638.33
IBM,IBM,INTL BUS MACH,12,Q,2016-06-30,Y,145101.69,174122.69
IBM,IBM,INTL BUS MACH,12,Q,2016-03-31,Y,145386.25,170771.25
IBM,IBM,INTL BUS MACH,12,Q,2015-12-31,Y,133506.55,158740.55
IBM,IBM,INTL BUS MACH,12,Q,2015-09-30,Y,140636.86,163190.86
IBM,IBM,INTL BUS MACH,12,Q,2015-06-30,Y,160545.44,185124.44
IBM,IBM,INTL BUS MACH,12,Q,2015-03-31,Y,158092.52,183583.52
IBM,IBM,INTL BUS MACH,12,Q,2014-12-31,Y,158996.05,185511.05
IBM,IBM,INTL BUS MACH,12,Q,2014-09-30,Y,187867.17,211123.17
IBM,IBM,INTL BUS MACH,12,Q,2014-06-30,Y,183478.42,207766.42
IBM,IBM,INTL BUS MACH,12,Q,2014-03-31,Y,200447.75,225411.75
IBM,IBM,INTL BUS MACH,12,Q,2013-12-31,Y,203673.64,225463.64
IBM,IBM,INTL BUS MACH,12,Q,2013-09-30,Y,202850.98,221096.98
IBM,IBM,INTL BUS MACH,12,Q,2013-06-30,Y,211901.64,227836.64
